0,1,2,3,4,target
-7.986509055368389,0.10151468700443037,-0.02514649427133429,1.3950566952756263,2.306072716768322,0
-6.997593737521201,-0.43588148609641464,-2.5421866480095603,-1.5846548761838366,-2.858100070362736,0
-9.771864325063348,-3.6731019104568157,-0.6005729298766886,1.8865856428641357,1.383461676887018,0
-6.377486730739225,-2.9771165887231366,0.2251148408595135,-1.9003615507159817,-0.013495419953817724,0
-0.7016616474126427,-1.123686053779323,-0.04489614000967008,-0.43730049235941576,3.2940659845902203,0
-7.428984360898705,-3.107247326687792,-1.558535902428156,1.6038963907445805,-1.0244937158952248,0
-8.565289070399809,2.1057578271204553,-0.6998885727436915,3.5959999053083207,-1.6477599244005017,0
1.0450387487119035,4.316362721587578,-5.150770428296749,-2.8926738765681312,5.688029161139211,0
-9.168677132548371,2.071058431983976,4.164952877157925,2.144971605989031,-0.13002128246075925,0
-8.020848260678532,-3.4285409640214795,0.41643710850871174,0.3288380491229326,-0.8341767625402746,0
-6.72550316885994,-2.411692311404894,-0.9648961162294292,-1.5282195275294994,-0.4578406723007187,0
-9.868835930839973,0.4524184704767586,5.551985100534725,-2.4595414313602313,-1.3877900218112145,0
0.939440509167595,1.443593352859477,-0.08317150969963066,-2.907603687367386,3.291014773686089,0
-3.7502494429336934,-1.118716624325429,-1.3989793448246697,1.2923967846613171,-1.6975945131122199,0
-8.074054161968256,-3.051774386772091,-0.19626656742954832,-0.028811720346865573,0.5577694988694872,0
-3.920196361801663,1.7642079479797008,-1.229051329131094,2.528907691316663,-3.2108407949790667,0
-6.985680518747632,0.46636123373276106,1.5118012715447982,-2.7347556867484513,-0.5312686097185526,0
-8.831113647782358,-0.35732179466420355,-1.119583662956702,-0.776553128658803,0.5359208393514909,0
-1.4741803390586452,-0.5404064175760139,-0.5622946321885259,-0.9527979166968837,1.4450661507152085,0
-8.383992932604183,-5.043013933168151,-0.1282699694477397,1.6935570020747357,-0.38253735984765475,0
-8.9882890311055,0.12431304262209958,-1.2984647416200903,2.652482386377192,-0.06099984435383994,0
-6.52286910646084,-0.59568560394691,-0.1041541449841212,1.3460384919285318,-1.0584734745597384,0
1.4468517664892235,2.2168258479479697,0.028709124509648656,0.29841006271651993,-1.71165560909841,0
-1.446026833357501,-3.315694684626156,-0.7562278915013856,0.43906546361297316,1.45471850769754,0
-6.959253357352014,-2.7021744013601072,-0.33779400234279455,1.875404798130483,0.3778014035201348,0
-8.525572106330806,-1.1364432904683954,1.379351501858372,2.193377357890271,2.092879764008615,0
-4.885138599084997,-1.7587302177436215,1.0715456330138504,-2.9512321217894715,0.025844439766953196,0
-9.46327560674601,1.3316329493318544,3.54421877060916,-2.2155061965975142,-2.891689474914143,0
-5.002277206908911,-2.161349621302378,-2.0086322874288154,0.5855389571985989,-2.51135037276088,0
-7.001490319115288,3.228875898983384,5.248062479674376,-4.271375580941988,3.3477510169775617,0
-7.226923375759126,-3.600202033905979,0.770243421363824,2.1049720892098187,-0.4835012646115967,0
-7.0315367508710445,-0.28448576826231414,3.5882417002132336,-1.1636553077086988,0.1488786039799166,0
-1.8714244238133482,-0.9624632771309096,0.6962662330375431,-1.4966825006176085,0.11878159436249137,0
-8.106012345425915,0.7760247605872747,5.156737788231774,-0.8964451123717467,3.80899391292875,0
-6.419230230083933,-0.7714124020156933,-1.422428045515273,2.1512331719011923,-1.808095059080643,0
-6.006956023331795,-2.5725023991737626,-1.0103368807825095,-1.1436115188467726,-0.3510607343726447,0
-7.2632509314011156,-2.353053610833051,-1.2482586670890354,0.954480124294648,0.390461210203414,0
-6.188396181544037,-2.2919122687249227,-0.2941846882694412,1.0731853586984648,-1.0162455464353115,0
-7.67947141855602,0.400691629066827,2.238786354275914,-2.636839069977151,-3.880608301486069,0
-5.837738522055486,3.7413012264490386,0.6446809226905927,-0.899527444459539,-2.94399422972742,0
-4.491792665548844,7.152618305727621,5.130219654785934,-7.697378304815708,0.2520804718994103,0
-4.894797403264547,1.5338035579677114,-0.6782532682761975,1.4054650054591777,-2.0933267101806905,0
-6.902897504302708,1.6266560929621277,-0.6775145126882309,-1.6779431822040858,4.561785128917362,0
0.8006082698558806,27.649929654856848,-5.6815864846000235,1.3433116199006592,-2.194459988147742,0
-1.3137142589474007,4.037573862741506,-1.3645283813357343,-5.068637185814692,-1.212932344346906,0
-6.428410212693025,-1.229614155378829,-1.0658581784486028,0.25270308560303373,0.7853490124428579,0
-6.750688480880628,-0.8996536746326876,-0.6383551666455418,1.4330450662043515,-0.14991196690743036,0
-8.658824675747663,2.3906868523102953,2.193807640252738,-0.048656089448527146,3.335018236362001,0
-7.144528262359887,-3.4983066822595954,-0.26474285059055475,0.09487049882910034,-1.459484902393098,0
-10.018433215339424,-4.359049538455659,-0.955163009008081,1.7432244937859545,1.370670128929406,0
-3.7307436277803703,-1.4776718133096658,-0.20627961054597568,1.1728643929463716,2.859856096823628,0
-2.2605754621096747,6.720718603095708,-0.7607316362078881,-3.5539355372430275,-0.4987955593845676,0
1.3039071260520507,-0.5785217231326412,0.07279189105222728,0.4741107950997655,-0.7458582468258592,0
-5.644788048839489,-1.304274999072102,1.3627773387094664,1.3937869741376634,1.815580673494736,0
-3.297358591766144,-0.7375156651319807,2.384927292891196,-0.5717728013307962,5.23351026473336,0
-9.100388310944453,0.6749604656814973,1.8337987963980156,0.38943993181080666,4.315090542684306,0
-1.3614111509271911,18.320065210337276,-4.8229127550159525,-5.789079321455051,9.941818985649572,0
-7.522306381006169,-0.8610574798579953,2.2900638738405603,-1.4447547559546503,-2.197580852089704,0
-5.687316272419672,-0.4316358307861594,-1.8901497442932724,-1.8782975086002016,-1.7885998035899113,0
-5.788393731416508,-0.6805896033177893,-0.6000508496912581,0.8392063755003661,0.20611541851901768,0
-0.557146918823926,3.916403771731571,0.6686858169651632,-6.728399195708121,2.3122256845332534,0
-3.2093908929054678,-1.5860519129178139,-1.2093900874411052,-0.44158580704387773,1.6671300069256103,0
-6.1149636964462,-2.142834105737925,2.6507926582104453,-0.8057402072437239,4.552737976445563,0
-4.686491628419836,0.715706763314782,-0.5157829781755795,1.6792680729260272,2.310999792957963,0
-3.7668964764829402,-2.3185766134265267,-0.4913636604481745,0.6992034140051187,2.2599714060150764,0
-6.625406671809527,0.24161834586025985,-0.7369123744279852,1.6781042755370834,0.5365204577102295,0
-3.025004246052772,3.6859952260002133,5.482028484167325,-1.711721650303603,1.8170073190851725,0
-1.149606390572683,3.6404697559799386,-2.229264406163831,-1.9969179678345788,3.9037786506549925,0
-2.014989282788562,4.006881848961562,-3.0455141017102827,-3.5519952240836643,-0.8049020990531969,0
-6.667399552525675,-4.465140318135124,-0.17612664794000013,0.4219157986687688,1.854035721512276,0
-2.816033007545444,0.8368429373254396,-3.4849478467722244,-0.40899466993812733,3.137911731949597,0
4.2718012285628575,7.150296518730999,-2.062839616105736,-3.9163862211888154,0.6349298065695868,0
-5.654326128881946,-0.29782878627915516,0.09773247478601399,0.6840591529609121,0.06545189111379665,0
-5.3857785530499696,-5.297391733720606,-1.1023070304300269,1.901290489181577,-1.6393889907609467,0
-1.192860859560724,9.06188869176869,2.161599670436989,-4.827179806670897,-1.9751138784244138,0
-8.024939499180714,-1.2159147249874114,1.7728528834423107,-0.46644368663363844,-1.248409039774011,0
-10.04253740599581,-4.717498654237291,-0.7228902232343676,1.1135877487812404,1.6566139954786205,0
-2.3532279418303546,-2.2009133740405065,-2.0184555061024323,1.2900353050021007,1.5881244290806233,0
-0.17965845078865714,1.5019271467556206,-4.568255719038444,-0.11585669286775636,-0.5894160527143157,0
-0.8672940912597702,5.0267722164159405,1.5475628293256127,0.004925334356117411,-6.979795558873168,0
-9.275133276631758,-0.5159157609882257,-0.5313194002262536,2.1707870113086347,-0.955295799984303,0
-5.895648844333588,-2.089317377686106,0.14321154265003422,2.3626993955883995,-1.5107991537161936,0
